Месяц,Торговое наименование,МНН / Действ. вещества,Лек. форма,Страна производителя,Фармако-терапевтическая группа,ЖНВЛП,ПККН,Характер,flag,Кол-во
2023-12-31,герпейд,ацикловир,раствор,РОССИЯ,"противовирусное средство системного действия; противовирусное средство прямого действия; нуклеозиды и нуклеотиды, кроме ингибиторов обратной транскриптазы",Да,Нет,,герпейдраствор,50.0
2024-12-31,герпейд,ацикловир,раствор,РОССИЯ,"противовирусное средство системного действия; противовирусное средство прямого действия; нуклеозиды и нуклеотиды, кроме ингибиторов обратной транскриптазы",Да,Нет,,герпейдраствор,51.0
2023-02-28,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,121.0
2023-03-31,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,118.0
2023-07-31,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,124.0
2023-09-30,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,113.0
2023-11-30,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,114.0
2023-12-31,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,107.0
2024-01-31,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,105.0
2024-02-29,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,89.0
2024-03-31,герпентол зд,ацикловир,мазь для наружного применения,РОССИЯ,противовирусное средство,Да,Нет,,герпентол здмазь для наружного применения,93.0
